"","name","affiliation","id_type","author_id"
"907","Frechette, Joelle","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","ORCID","0000-0001-5680-6554"
"908","Currás, Netzahualcóyotl Arroyo","Department of Pharmacology and Molecular Sciences, Johns Hopkins University, Baltimore, MD. USA","ORCID","0000-0001-8739-2542"
"909","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD. USA","ORCID","0000-0001-8739-2542"
"910","Huang, Jingyi","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5274-1068"
"911","Sverjensky, Dimitri A.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3062-8053"
"912","Daniel, Isabelle","Laboratory of Geology of Lyon: Earth, Planets, Environment, Claude Bernard University Lyon 1, Villeurbanne, France","ORCID","0000-0002-1448-7919"
"913","Brovarone, Alberto Vitale","Department of Biological, Geological and Environmental Sciences, Alma Mater Studiorum, University of Bologna, Bologna, Italy","ORCID","0000-0001-8892-9567"
"914","Preheim, Sarah","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0001-7365-2382"
"915","Morris, Shaina","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","401"
"916","Zhang, Yue","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","402"
"917","Holder, Chris","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","403"
"918","Arora-Williams, Keith","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","404"
"919","Gensbigler, Paul","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","405"
"920","Hinton, Amanda","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","406"
"921","Jin, Rui","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","407"
"922","Pradal, Marie-Aude","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0002-5301-9659"
"923","Gnanadesikan, Anand","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, Maryland, USA","ORCID","0000-0001-5784-1116"
"924","Jung, Hyun Jun","Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA","dataverse_id","408"
"925","Dixon, Eryn E.","Department of Medicine, University of Maryland School of Medicine, Baltimore, MD, USA","dataverse_id","409"
"926","Coleman, Richard","Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA","dataverse_id","410"
"927","Watnick, Terry","Department of Medicine, University of Maryland School of Medicine, Baltimore, MD, USA","dataverse_id","411"
"928","Reiter, Jeremy F.","Department of Biochemistry and Biophysics, University of California,  San Francisco, CA, USA","dataverse_id","412"
"929","Outeda, Patricia","Department of Medicine, University of Maryland School of Medicine, Baltimore, MD, USA","dataverse_id","413"
"930","Cebotaru, Valeriu","Department of Medicine, University of Maryland School of Medicine, Baltimore, MD, USA","dataverse_id","414"
"931","Woodward, Owen M.","Department of Medicine, University of Maryland School of Medicine, Baltimore, MD, USA","dataverse_id","415"
"932","Welling, Paul A.","Department of Medicine, Johns Hopkins University School of Medicine, Baltimore, MD, USA","dataverse_id","416"
"933","Song, Yunjia","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","417"
"934","Zhang, Hao","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","418"
"935","Mukhopadhyaya, Tushita","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8053-9668"
"936","Hall, Anthony S.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","419"
"937","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"938","Lee, Taein","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8176-9759"
"939","Luo, Yue","Center for Nanoscale Systems, Harvard University, Cambridge, MA, USA","ORCID","0000-0002-2757-5395"
"940","Wang, Chuhong","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8993-3226"
"941","Park, Abigail","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","420"
"942","Zapata-Mercado, Elmer","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-9766-8124"
"943","Hristova, Kalina","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4274-4406"
"944","Mueller, Timothy","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","421"
"945","Wilson, William L.","Center for Nanoscale Systems, Harvard University, 11 Oxford Street, Cambridge, Massachusetts 02138, USA","ORCID","0000-0003-2755-7610"
"946","Reich, Daniel H.","Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6313-9884"
"947","Katz, Howard E.","Department of Materials Science and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-3190-2475"
"948","Malecka-Grajek, Ewelina","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-8482-7897"
"949","Woodson, Sarah","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0170-1987"
"950","Uyanik, Ismail","Johns Hopkins University, Department of Mechanical Engineering","ORCID","0000-0002-3535-5616"
"951","Sefati, Shahin","Johns Hopkins University, Department of Mechanical Engineering","dataverse_id","422"
"952","Stamper, Sarah A.","Johns Hopkins University, Department of Mechanical Engineering","dataverse_id","423"
"953","Cho, Kyoung-A",NA,"dataverse_id","424"
"954","Ankarali, M. Mert","Middle East Technical University, Department of Electrical Engineering","dataverse_id","425"
"955","Fortune, Eric, S.","New Jersey Institute of Technology, Federated Department of Biological Sciences","ORCID","0000-0001-6447-5425"
"956","Cowan, Noah J.","Johns Hopkins University, Department of Mechanical Engineering","ORCID","0000-0003-2502-3770"
"957","Task, Darya","Department of Biology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0166-3626"
"958","Lin, Chun-Chieh","Department of Pathology and Laboratory Medicine, Dartmouth-Hitchcock Medical Center, Lebanon, NH, USA","ORCID","0000-0001-9679-4287"
"959","Vulpe, Alina","Physiology and Neurobiology Department, University of Connecticut, Mansfield, CT, USA","ORCID","0000-0001-5385-3072"
"960","Afify, Ali","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6954-5776"
"961","Ballou, Sydney","Physiology and Neurobiology Department, University of Connecticut, Mansfield, CT, USA","ORCID","0000-0002-3053-1115"
"962","Brbić, Maria","Department of Computer Science, Stanford University, Stanford, CA, USA","ORCID","0000-0002-1120-1778"
"963","Schlegel, Philipp","Department of Zoology, Cambridge University, Cambridge, GB","ORCID","0000-0002-5633-1314"
"964","Raji, Joshua","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-6447-6986"
"965","Jefferis, Gregory S. X. E.","MRC Laboratory of Molecular Biology, University of Cambridge, Cambridge, GB","ORCID","0000-0002-0587-9355"
"966","Li, Hongjie","Department of Biology, Standford University, Los Altos, CA, USA","ORCID","0000-0002-7332-7122"
"967","Menuz, Karen","Physiology and Neurobiology Department, University of Connecticut, Mansfield, CT, USA","ORCID","0000-0001-8163-094"
"968","Potter, Christopher J.","Department of Neuroscience, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5223-8112"
"969","Lou, Yuan","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","426"
"970","Woodson, Sarah A.","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0170-1987"
"971","Vo, Elaine","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","427"
"972","Hanjaya-Putra, Donny","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","428"
"973","Zha, Yuanting","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7077-1167"
"974","Kusuma, Sravanti","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","429"
"975","Gerecht, Sharon","Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8542-4835"
"976","Wohlgemuth, Melville J","Department of Psychological and Brain Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4779-4154"
"977","Kothari, Ninad B","Department of Psychological and Brain Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5543-6459"
"978","Moss, Cynthia F","Department of Psychological and Brain Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-6916-0000"
"979","Arora-Williams, Keith","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","430"
"980","Holder, Christopher","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3321-5959"
"981","Secor, Maeve","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","431"
"982","Ellis, Hugh","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","432"
"983","Xia, Meng","Department of Natural Sciences, University of Maryland Eastern Shore, Princess Anne, MD, USA","dataverse_id","433"
"984","Gnanadesikan, Anand","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-5784-1116"
"985","Preheim, Sarah P.","Department of Environmental Health and Engineering, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7365-2382"
"986","Wilusz, D.C.","Environmental Health and Engineering, Johns Hopkins University","dataverse_id","434"
"987","Harman, C.J.","Environmental Health and Engineering, Johns Hopkins University","dataverse_id","435"
"988","Ball, W.B.","Environmental Health and Engineering, Johns Hopkins University","dataverse_id","436"
"989","Maxwell, R.M.","Hydrologic Science and Engineering Program, Integrated GroundWater Modeling Center, Geology and Geological Engineering, Colorado School of Mines, Golden, CO","dataverse_id","437"
"990","Buda, A.R.","Pasture Systems and Watershed Management Research Unit, Agricultural Research Service, U.S. Department of Agriculture, University Park, PA","dataverse_id","438"
"991","Blair-Stanek, Andrew","Department of Computer Science, Johns Hopkins University; University of Maryland Law School, Baltimore, Maryland, USA","ORCID","0000-0001-8547-9417"
"992","Van Durme, Benjamin","Department of Computer Science, Johns Hopkins University, Baltimore, Maryland, USA","dataverse_id","439"
"993","Hanson, Lavender E.","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-2298-8382"
"994","Waugh, Darryn","Department of Earth and Planetary Sciences, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0001-7692-2798"
"995","Barth, Erika","Southwest Research Institute, Boulder, CO, USA","ORCID","0000-0002-5034-1300"
"996","Anderson, Carrie M.","Planetary Systems Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, USA","ORCID","0000-0003-2175-3709"
"997","Lurtz, Casey Marina","Department of History, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-4244-5844"
"998","García Villa, Anayeli","Department of Environmental Engineering, Johns Hopkins University, Baltimore, MD, USA,","dataverse_id","440"
"999","Dillow, Brandon","Department of International Studies, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","441"
"1000","Rodgers, Margaret L.","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-8176-2044"
"1001","O’Brien, Brett M.","Department of Chemical Biology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","442"
"1002","Woodson, Sarah A.","Department of Biophysics, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-0170-1987"
"1003","Luthra, Aman","Department of Anthropology and Sociology, Kalamazoo College, Kalamazoo, MI, USA","ORCID","0000-0002-8574-7271"
"1004","Mukherjee, Sudipta","Chintan Environmental Research and Action Group, New Delhi, India","dataverse_id","443"
"1005","Chintan Environmental Research and Action Group",NA,"dataverse_id","444"
"1006","Swanson, Nicholas J.","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-5696-9967"
"1007","Marinho, Paula","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","445"
"1008","Liu, Hsuan","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0002-0806-7643"
"1009","Jedlicka, Anne","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","446"
"1010","Dziedzic, Amanda","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","447"
"1011","Fenstermacher, Katherine","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-1139-3711"
"1012","Rothman, Richard","Department of Emergency Medicine, Johns Hopkins University, Baltimore, MD, USA","dataverse_id","448"
"1013","Pekosz, Andrew","Department of Molecular Microbiology and Immunology, Johns Hopkins University, Baltimore, MD, USA","ORCID","0000-0003-3248-1761"
